,Surah 1,Surah 2,Surah 3,Surah 4,Surah 5,Surah 6,Surah 7,Surah 8,Surah 9,Surah 10,Surah 11,Surah 12,Surah 13,Surah 14,Surah 15,Surah 16,Surah 17,Surah 18,Surah 19,Surah 20,Surah 21,Surah 22,Surah 23,Surah 24,Surah 25,Surah 26,Surah 27,Surah 28,Surah 29,Surah 30,Surah 31,Surah 32,Surah 33,Surah 34,Surah 35,Surah 36,Surah 37,Surah 38,Surah 39,Surah 40,Surah 41,Surah 42,Surah 43,Surah 44,Surah 45,Surah 46,Surah 47,Surah 48,Surah 49,Surah 50,Surah 51,Surah 52,Surah 53,Surah 54,Surah 55,Surah 56,Surah 57,Surah 58,Surah 59,Surah 60,Surah 61,Surah 62,Surah 63,Surah 64,Surah 65,Surah 66,Surah 67,Surah 68,Surah 69,Surah 70,Surah 71,Surah 72,Surah 73,Surah 74,Surah 75,Surah 76,Surah 77,Surah 78,Surah 79,Surah 80,Surah 81,Surah 82,Surah 83,Surah 84,Surah 85,Surah 86,Surah 87,Surah 88,Surah 89,Surah 90,Surah 91,Surah 92,Surah 93,Surah 94,Surah 95,Surah 96,Surah 97,Surah 98,Surah 99,Surah 100,Surah 101,Surah 102,Surah 103,Surah 104,Surah 105,Surah 106,Surah 107,Surah 108,Surah 109,Surah 110,Surah 111,Surah 112,Surah 113,Surah 114
Surah 28,79.69,78.71,85.79,83.30,82.54,84.29,86.70,82.48,85.79,87.73,84.02,86.37,87.84,87.11,84.31,85.87,89.48,85.29,87.23,88.42,84.90,79.73,75.82,86.35,87.48,86.78,87.43,100.00,86.20,85.86,82.65,87.20,85.72,84.64,82.68,83.30,89.04,88.02,84.85,85.64,82.91,83.41,87.28,85.63,85.83,84.23,86.59,78.98,82.48,86.36,84.29,85.66,88.17,84.94,89.94,80.65,84.65,85.62,88.50,82.28,85.87,85.13,83.61,83.76,86.69,86.59,84.99,84.02,85.48,85.64,84.01,88.23,84.13,86.38,84.42,85.26,74.30,81.57,86.95,82.95,80.14,76.09,83.88,82.40,81.52,84.73,81.53,66.07,62.05,76.13,84.29,56.91,78.63,69.87,70.11,81.06,66.76,84.36,64.30,81.20,78.00,63.21,61.85,78.56,65.76,72.56,70.75,54.85,69.13,75.47,66.02,70.41,71.71,65.65
Surah 29,85.74,88.61,94.52,92.51,93.25,91.14,94.03,95.69,93.61,96.40,94.96,90.52,95.39,94.70,88.95,95.32,91.53,92.86,90.41,92.76,94.50,88.24,82.66,93.99,89.04,88.25,94.94,86.20,100.00,94.50,93.79,94.11,95.50,91.58,92.88,90.67,91.77,95.27,95.30,94.11,92.26,94.36,91.64,94.27,93.66,93.38,93.82,89.06,94.82,88.19,84.43,91.47,93.09,91.15,89.64,76.39,92.30,94.72,95.25,94.99,95.07,90.18,95.12,91.52,94.33,92.90,86.57,94.52,91.07,91.37,87.24,94.09,89.69,90.80,85.97,82.10,74.25,79.67,89.70,88.85,78.71,77.68,88.88,85.52,89.48,86.70,89.66,66.52,64.64,76.14,85.04,66.93,78.76,64.59,72.15,85.16,62.69,91.94,61.22,83.94,81.81,65.73,64.35,85.25,60.26,69.97,70.18,53.80,73.56,82.18,61.40,73.11,72.00,57.98
Surah 30,84.38,86.00,94.12,92.86,93.58,91.42,92.52,93.61,93.42,94.38,94.36,90.49,95.25,93.66,88.32,95.53,92.35,91.35,89.65,92.40,94.20,89.36,77.16,92.72,91.20,85.86,93.99,85.86,94.50,100.00,91.69,93.68,93.73,92.47,94.15,86.84,92.15,95.02,93.03,93.74,91.54,94.82,91.09,93.66,93.94,93.08,92.34,88.66,93.17,88.38,83.68,89.75,92.91,92.30,90.70,75.54,93.44,92.53,94.55,92.77,93.26,88.73,92.25,91.81,92.47,91.44,88.44,94.25,91.88,91.15,85.28,91.45,90.48,91.44,86.71,82.47,69.40,79.96,89.63,88.31,75.49,73.62,86.59,84.31,86.86,87.96,88.06,67.82,66.45,72.84,84.74,67.00,76.92,61.45,69.67,81.02,64.80,89.35,59.68,83.70,81.91,62.10,60.97,84.68,57.23,70.97,66.41,52.42,69.07,79.98,62.58,71.42,69.70,53.88
Surah 31,87.43,90.47,94.03,90.68,91.52,90.66,92.08,92.90,92.28,94.73,93.16,88.04,94.15,93.37,87.50,93.00,88.28,90.73,90.59,90.93,93.49,87.10,83.66,91.69,88.39,86.99,95.27,82.65,93.79,91.69,100.00,92.91,92.62,90.65,94.64,91.34,91.45,93.69,93.51,91.71,90.32,95.04,89.53,93.92,93.41,91.82,91.30,90.78,92.80,84.81,86.45,91.45,90.85,88.67,87.59,76.95,90.83,92.36,93.44,92.61,92.51,90.83,92.75,90.17,91.40,92.62,88.80,92.63,87.62,88.85,86.76,90.42,89.59,90.11,83.91,82.60,74.14,78.66,86.95,88.55,79.28,79.65,86.64,88.10,86.45,82.89,88.90,69.94,65.29,75.24,83.61,66.21,81.40,66.18,70.39,84.11,63.66,89.83,63.29,83.29,81.65,64.00,63.04,85.13,62.43,71.54,72.59,58.02,74.58,83.44,65.13,71.35,73.76,58.68
Surah 32,84.70,87.00,94.72,93.54,94.22,92.11,94.24,93.61,94.14,95.17,95.66,91.17,96.12,95.18,89.55,96.01,92.53,90.46,92.22,95.42,94.88,90.11,78.89,93.94,90.86,86.09,94.08,87.20,94.11,93.68,92.91,100.00,94.82,91.52,94.02,87.42,93.02,94.73,96.46,96.06,93.88,95.24,92.64,95.28,97.11,96.61,92.26,88.80,93.59,86.06,85.73,91.84,93.84,90.47,90.23,77.25,94.27,94.41,94.94,93.29,94.20,88.51,93.27,93.00,94.57,92.86,89.70,95.12,91.34,91.22,87.83,93.45,91.29,92.21,87.21,82.21,72.07,80.32,89.93,90.22,79.98,78.34,86.15,86.47,86.43,86.56,89.45,66.65,67.63,76.09,84.91,67.14,79.50,64.91,69.64,84.32,65.70,89.98,61.04,83.72,81.61,63.33,59.29,84.62,59.96,69.91,65.81,57.04,72.44,80.03,63.34,71.50,71.96,57.53
Surah 33,85.22,84.40,95.28,96.54,95.60,91.84,94.72,95.59,94.25,96.37,97.20,93.27,96.30,95.40,88.17,97.49,94.51,92.79,93.94,94.32,95.21,89.78,77.10,94.01,91.18,84.53,94.48,85.72,95.50,93.73,92.62,94.82,100.00,94.31,95.44,85.08,91.32,95.64,96.16,95.60,94.34,96.60,93.88,95.99,95.30,94.96,92.65,88.67,95.78,86.87,84.07,91.14,94.45,91.25,90.61,75.83,95.38,97.49,95.47,94.44,96.22,90.39,94.88,93.16,94.42,96.76,90.30,96.53,93.32,93.15,87.68,95.54,91.49,92.69,84.62,81.22,68.75,78.93,91.03,90.87,77.80,74.13,84.69,86.39,85.35,87.50,91.67,65.21,66.98,73.25,86.09,67.55,78.77,64.65,65.82,85.56,62.45,90.22,60.99,85.18,82.89,60.06,58.06,84.82,59.46,67.95,65.11,52.43,72.86,79.98,64.50,72.51,71.46,55.84
Surah 34,83.64,82.91,93.49,91.02,91.45,91.61,90.03,90.03,90.48,94.20,93.51,90.04,93.32,92.66,84.57,94.42,92.70,91.94,91.51,93.28,92.92,87.35,73.28,90.03,92.64,82.36,92.43,84.64,91.58,92.47,90.65,91.52,94.31,100.00,94.69,83.30,92.32,93.16,91.16,91.87,89.83,94.32,89.85,93.68,93.50,92.13,89.00,84.99,90.75,86.42,82.54,89.14,94.69,89.54,91.62,75.79,96.00,92.25,93.51,89.18,93.11,91.64,88.98,92.67,88.88,92.54,91.90,93.49,89.44,92.23,83.74,91.79,89.11,92.21,85.19,82.92,67.94,77.32,88.27,89.46,77.58,71.63,83.31,84.68,83.88,88.92,89.78,66.89,66.22,70.17,85.21,66.82,78.75,62.31,65.18,83.93,68.79,85.97,64.01,85.44,83.24,60.87,59.21,83.78,56.61,67.65,66.88,50.34,68.08,77.59,66.19,75.56,71.51,56.35
Surah 35,86.19,85.38,96.09,93.96,94.02,94.54,91.72,93.48,94.42,94.97,95.41,89.51,95.10,95.01,85.85,95.91,92.20,92.04,92.85,93.47,94.01,89.31,75.90,92.38,92.24,83.13,93.89,82.68,92.88,94.15,94.64,94.02,95.44,94.69,100.00,85.14,91.52,94.17,95.02,94.58,91.36,97.23,90.25,94.82,95.57,94.80,91.49,91.34,93.32,85.55,83.36,90.31,92.84,88.80,89.39,74.54,95.96,94.19,95.46,92.09,94.93,91.40,92.51,94.13,92.42,93.87,91.59,94.90,89.87,91.55,87.33,90.87,89.58,91.69,84.46,82.28,67.37,77.21,87.71,89.22,77.13,74.00,83.30,86.67,85.85,86.94,90.63,68.93,67.19,72.07,84.87,67.94,79.26,63.72,65.55,83.46,64.52,88.35,61.71,84.94,80.97,59.53,58.07,84.64,58.34,69.13,66.33,53.17,69.17,82.21,64.80,73.90,70.76,54.14
Surah 36,81.95,86.43,86.61,83.74,85.53,82.89,89.20,85.79,84.58,88.78,85.61,85.37,88.49,87.03,86.90,85.78,83.04,86.48,82.60,86.25,87.83,80.90,82.69,87.34,82.28,90.75,89.58,83.30,90.67,86.84,91.34,87.42,85.08,83.30,85.14,100.00,88.41,89.63,86.15,84.74,85.34,85.92,87.68,88.88,85.33,84.34,87.77,84.22,86.50,86.59,87.80,86.54,86.80,86.88,83.52,79.93,82.38,85.48,87.46,87.33,84.98,83.02,87.31,81.31,87.92,84.29,80.68,85.23,83.16,83.45,81.95,86.57,84.77,86.07,79.59,82.84,77.85,79.79,85.31,83.09,77.70,81.79,88.71,81.03,83.89,81.58,80.16,69.00,57.87,80.60,78.99,58.26,75.65,65.66,79.22,75.53,60.74,84.36,59.27,76.74,78.54,65.35,68.62,81.17,64.30,70.14,74.43,59.56,69.68,76.31,60.44,67.11,70.32,60.82
Surah 37,87.52,87.74,94.33,89.85,89.59,92.33,92.14,89.40,91.65,93.41,91.10,88.29,94.58,92.87,86.68,92.48,90.25,89.82,91.30,93.44,92.98,88.15,81.92,91.80,91.80,88.96,91.92,89.04,91.77,92.15,91.45,93.02,91.32,92.32,91.52,88.41,100.00,93.25,91.38,90.46,87.74,92.06,89.08,94.27,93.78,91.39,91.31,88.19,90.23,87.29,89.61,93.15,94.61,89.57,90.70,82.72,93.65,91.05,94.38,89.20,90.92,90.87,90.13,92.49,90.89,90.80,92.86,91.09,88.32,90.17,86.42,92.16,91.81,94.20,90.78,88.04,78.35,84.10,90.24,88.63,86.60,83.48,88.53,88.75,88.52,90.30,89.39,74.10,67.87,78.97,87.78,65.07,84.07,73.07,74.29,85.42,73.50,88.40,68.96,86.05,85.13,69.57,68.44,85.56,66.43,74.81,73.29,59.90,76.05,81.77,67.37,75.90,77.94,65.58
Surah 38,85.27,85.25,95.00,94.86,94.96,91.28,95.48,93.22,93.32,96.83,96.00,93.24,96.49,95.68,91.28,96.00,94.66,93.41,92.37,94.02,96.11,90.50,78.92,95.80,91.09,89.46,94.86,88.02,95.27,95.02,93.69,94.73,95.64,93.16,94.17,89.63,93.25,100.00,94.53,95.61,93.87,95.03,93.55,96.41,94.04,94.64,94.49,88.30,94.14,92.14,88.03,92.28,95.33,95.15,91.78,79.61,93.22,95.09,96.03,93.33,94.79,88.67,94.57,90.93,94.65,94.69,90.94,95.43,94.27,93.60,87.40,95.26,91.76,93.84,86.00,86.10,73.51,81.56,93.27,91.29,79.67,77.25,88.57,86.87,88.17,88.44,89.57,70.18,69.02,76.82,87.26,67.87,79.30,67.24,70.99,82.04,64.51,91.50,61.03,86.61,83.66,60.91,62.86,85.54,63.49,72.05,68.14,55.11,71.84,80.53,64.71,72.27,71.68,57.84
Surah 39,85.63,87.63,95.65,93.98,93.69,92.02,93.50,95.55,94.79,95.90,96.13,89.41,95.98,94.85,86.79,95.92,92.10,92.13,92.49,93.81,94.09,87.97,81.60,93.48,91.11,84.94,93.82,84.85,95.30,93.03,93.51,96.46,96.16,91.16,95.02,86.15,91.38,94.53,100.00,95.62,93.03,96.01,91.41,94.66,96.10,95.86,92.66,90.24,95.34,83.64,83.69,91.16,92.65,88.00,88.53,75.20,93.90,95.44,95.37,94.12,95.03,90.21,94.35,93.58,94.39,94.16,89.09,95.16,89.35,90.53,87.69,93.15,89.18,90.82,85.99,80.95,70.21,77.77,87.56,88.72,77.65,76.04,84.75,86.42,86.36,85.27,90.04,63.83,66.62,74.87,83.07,66.65,79.02,64.55,67.20,85.77,61.71,91.05,58.67,82.84,79.57,60.51,59.03,82.96,58.02,67.86,65.77,54.37,75.87,82.26,62.26,73.06,71.22,57.74
Surah 40,83.43,81.38,95.66,94.38,96.06,90.78,92.59,93.16,93.40,95.09,97.03,91.86,95.64,96.88,89.17,96.41,95.03,92.43,91.64,94.94,95.27,90.43,73.20,95.61,89.75,83.74,94.43,85.64,94.11,93.74,91.71,96.06,95.60,91.87,94.58,84.74,90.46,95.61,95.62,100.00,95.75,95.04,92.77,94.49,96.20,96.34,93.69,86.50,93.78,86.14,83.09,91.73,94.13,92.32,89.12,73.95,93.83,94.74,94.81,92.93,95.79,87.07,94.45,91.30,95.28,93.26,87.51,96.48,94.70,93.88,88.28,94.15,90.14,92.12,84.30,80.45,69.86,74.27,91.99,91.14,75.91,73.42,86.59,83.71,87.46,87.44,89.24,65.28,65.30,72.07,86.01,67.68,75.45,61.13,66.57,81.13,61.85,90.39,56.17,84.22,82.28,56.03,56.85,86.23,57.25,67.43,64.61,50.93,66.10,78.74,62.28,72.19,69.66,53.95
Surah 41,80.23,80.23,90.94,93.18,94.75,85.73,92.36,92.24,89.99,92.51,94.89,93.63,92.78,93.47,90.88,94.68,93.16,88.89,89.17,93.13,94.71,87.60,70.86,92.69,86.13,81.95,94.06,82.91,92.26,91.54,90.32,93.88,94.34,89.83,91.36,85.34,87.74,93.87,93.03,95.75,100.00,93.50,95.07,94.05,94.13,94.74,90.35,85.65,93.17,85.95,80.67,88.07,91.52,91.24,87.29,71.03,90.48,92.90,90.83,92.10,92.99,83.18,92.43,87.54,92.03,92.23,83.98,94.79,93.24,91.25,85.01,93.71,89.37,89.74,80.31,76.20,65.73,75.31,91.08,90.02,71.97,69.51,84.11,80.23,82.61,84.51,85.69,61.39,62.23,71.08,82.21,65.54,70.87,55.72,63.90,78.83,56.83,88.47,51.22,80.40,81.56,52.12,53.69,82.93,50.92,65.39,61.56,47.87,65.37,73.37,58.33,67.25,63.84,49.57
Surah 42,86.41,87.70,96.76,94.59,95.35,93.82,93.45,96.00,95.01,95.21,97.02,90.38,96.87,95.71,86.81,96.94,92.29,91.26,92.96,94.10,95.31,90.38,78.46,93.91,91.09,82.85,94.67,83.41,94.36,94.82,95.04,95.24,96.60,94.32,97.23,85.92,92.06,95.03,96.01,95.04,93.50,100.00,91.64,95.76,96.50,95.66,92.90,90.94,96.08,84.28,83.89,92.01,93.28,89.42,89.24,73.41,96.24,95.30,95.26,94.71,95.84,91.41,93.90,95.24,93.58,94.80,90.82,96.18,90.58,91.54,87.81,92.30,90.89,92.10,85.92,80.09,67.74,77.25,88.54,89.74,77.59,75.39,84.52,86.84,86.04,85.23,91.62,65.76,67.53,71.35,84.45,68.50,79.02,63.35,65.17,84.46,64.38,88.85,59.99,83.55,81.22,60.13,58.22,83.96,56.80,68.42,65.04,53.41,72.46,81.55,61.54,71.68,69.69,53.45
Surah 43,80.88,80.60,89.74,92.55,92.20,86.80,92.78,90.26,89.69,92.63,92.64,95.34,92.74,92.21,92.55,93.49,92.89,87.69,90.05,93.04,92.54,86.47,72.08,91.29,86.99,86.92,93.22,87.28,91.64,91.09,89.53,92.64,93.88,89.85,90.25,87.68,89.08,93.55,91.41,92.77,95.07,91.64,100.00,93.72,91.86,92.03,88.89,85.66,90.14,90.56,84.54,88.45,91.64,91.01,90.85,77.71,90.27,92.55,90.75,89.94,91.01,84.74,90.73,87.48,91.30,92.11,86.14,92.79,92.64,90.30,87.82,93.76,90.47,90.42,81.39,82.06,70.01,83.58,91.60,89.62,75.98,74.65,84.10,81.98,81.76,86.74,85.46,65.55,63.10,77.61,83.93,63.36,74.04,62.96,70.77,80.83,59.04,87.83,57.25,81.45,81.69,59.24,55.03,82.31,58.34,68.35,66.18,53.46,67.89,74.65,63.20,68.79,68.80,55.80
Surah 44,85.60,85.38,94.76,94.08,94.39,91.57,95.38,93.23,93.63,95.83,95.98,93.06,96.11,95.68,89.84,96.37,93.76,91.20,93.34,94.62,95.87,90.25,77.40,93.72,90.01,87.57,94.11,85.63,94.27,93.66,93.92,95.28,95.99,93.68,94.82,88.88,94.27,96.41,94.66,94.49,94.05,95.76,93.72,100.00,95.66,94.45,91.57,90.79,94.64,88.84,87.88,92.61,95.30,92.59,90.84,78.41,94.64,95.00,95.20,93.45,94.09,89.60,93.83,92.43,93.63,94.56,91.65,95.49,92.18,91.73,88.28,95.09,93.63,93.86,86.93,84.55,73.33,82.21,91.57,89.97,81.25,77.46,86.81,87.05,86.62,87.26,90.02,69.29,67.70,76.01,85.90,67.65,79.55,67.24,69.25,83.35,67.92,89.48,62.19,85.34,83.65,62.48,60.35,84.40,61.60,71.03,67.31,57.15,73.08,80.07,64.01,71.30,72.65,59.36
Surah 45,86.82,87.33,96.06,93.31,94.24,93.53,93.43,94.06,94.69,94.78,95.36,91.14,96.79,96.17,88.52,96.29,92.93,90.58,92.80,95.86,95.10,90.23,77.62,94.17,91.14,84.66,95.36,85.83,93.66,93.94,93.41,97.11,95.30,93.50,95.57,85.33,93.78,94.04,96.10,96.20,94.13,96.50,91.86,95.66,100.00,97.01,91.80,89.67,94.50,84.57,85.59,93.05,94.61,89.95,90.44,76.47,96.19,94.81,95.73,92.80,95.47,90.45,93.25,95.13,93.64,93.78,91.07,95.05,91.26,91.83,87.39,93.26,92.40,93.18,87.80,82.46,71.93,78.61,90.27,90.65,80.85,77.73,85.85,87.51,87.36,87.64,91.15,69.16,67.74,72.85,86.64,68.08,80.11,64.78,67.67,84.90,68.90,90.50,62.54,85.74,83.51,62.67,58.97,85.70,58.66,71.05,66.77,55.29,72.75,81.42,64.51,74.30,72.65,56.93
Surah 46,83.29,84.83,94.70,93.57,94.53,92.55,92.43,92.95,93.43,93.74,95.17,90.86,95.32,94.71,87.67,96.15,91.83,89.19,90.21,94.92,95.26,90.18,73.66,93.28,89.68,82.76,94.00,84.23,93.38,93.08,91.82,96.61,94.96,92.13,94.80,84.34,91.39,94.64,95.86,96.34,94.74,95.66,92.03,94.45,97.01,100.00,90.75,87.54,92.99,85.83,82.06,90.66,92.92,90.12,89.35,72.27,95.19,93.57,94.50,91.84,94.71,87.40,93.10,93.85,92.54,92.38,88.68,95.37,91.32,91.54,85.40,92.63,89.24,91.29,84.62,79.98,67.31,76.42,89.07,90.41,76.95,74.63,84.21,83.77,85.67,87.04,89.88,65.37,65.62,72.99,84.93,66.83,76.29,61.01,66.31,83.27,61.93,89.90,58.50,82.04,81.39,59.45,55.48,84.19,54.58,67.26,62.00,50.91,69.34,77.07,60.68,71.39,69.17,52.64
Surah 47,85.06,85.29,94.60,91.32,91.96,90.84,92.04,93.07,91.34,93.93,93.78,87.53,93.94,93.85,88.27,92.46,91.92,94.40,90.61,91.20,91.89,86.63,82.46,95.77,90.68,86.01,92.39,86.59,93.82,92.34,91.30,92.26,92.65,89.00,91.49,87.77,91.31,94.49,92.66,93.69,90.35,92.90,88.89,91.57,91.80,90.75,100.00,88.06,92.28,85.43,86.01,90.95,91.77,90.50,87.51,77.46,90.47,92.22,94.50,93.11,92.97,88.08,93.24,89.93,94.69,91.26,87.22,92.10,90.52,91.22,86.38,91.23,87.94,90.52,84.76,82.85,73.91,76.71,90.54,88.09,78.87,77.50,88.10,85.42,90.83,85.38,87.62,66.08,64.73,74.38,85.40,65.02,78.50,66.76,70.37,81.41,63.79,90.67,58.33,84.08,80.99,58.70,68.30,84.96,63.06,71.06,68.28,52.65,69.41,83.13,62.92,70.94,69.55,56.55
Surah 48,84.20,85.87,90.97,87.05,86.54,90.77,89.29,90.47,90.51,88.89,88.78,83.17,89.55,89.17,82.13,88.30,84.79,86.33,88.58,87.24,87.48,83.88,79.87,87.06,85.41,82.22,87.76,78.98,89.06,88.66,90.78,88.80,88.67,84.99,91.34,84.22,88.19,88.30,90.24,86.50,85.65,90.94,85.66,90.79,89.67,87.54,88.06,100.00,89.05,81.57,82.80,86.83,86.22,81.66,82.75,73.60,87.94,88.50,90.78,89.37,87.49,86.57,88.27,88.73,87.90,88.45,86.25,87.50,81.84,81.94,86.11,85.97,86.36,86.45,82.42,80.69,69.90,79.85,81.29,81.54,76.19,76.84,80.66,85.03,82.38,79.73,85.22,66.04,64.51,74.85,79.31,62.32,78.65,68.98,68.08,82.95,64.50,85.36,61.43,79.39,74.25,65.00,61.94,77.29,60.06,68.01,65.97,58.52,73.05,85.61,60.24,67.22,68.15,57.06
Surah 49,85.76,85.84,94.13,93.86,94.90,89.71,94.13,95.41,93.52,94.33,95.85,89.45,95.71,93.93,86.80,95.68,90.86,91.04,91.24,93.08,94.15,88.96,79.41,93.35,88.14,83.54,92.96,82.48,94.82,93.17,92.80,93.59,95.78,90.75,93.32,86.50,90.23,94.14,95.34,93.78,93.17,96.08,90.14,94.64,94.50,92.99,92.28,89.05,100.00,82.78,84.25,91.03,91.87,88.84,86.75,73.53,92.13,94.71,94.07,96.39,95.56,88.31,93.99,91.67,94.64,93.78,86.87,94.54,89.75,89.23,86.23,93.17,91.12,90.89,85.26,79.54,69.36,76.49,88.27,88.10,76.85,75.23,85.23,85.15,85.19,83.64,89.54,64.42,65.89,72.27,82.35,66.61,76.85,63.06,66.98,82.72,61.87,88.96,58.50,81.94,81.26,59.57,60.87,82.20,57.00,68.47,65.42,53.80,74.60,79.63,58.45,70.90,69.03,54.96
Surah 50,77.71,76.68,85.05,85.87,85.34,84.75,89.54,82.73,84.46,89.85,85.36,90.41,87.32,86.86,89.16,87.11,88.07,85.31,85.16,86.78,88.25,83.54,71.21,86.23,83.85,90.82,87.44,86.36,88.19,88.38,84.81,86.06,86.87,86.42,85.55,86.59,87.29,92.14,83.64,86.14,85.95,84.28,90.56,88.84,84.57,85.83,85.43,81.57,82.78,100.00,83.84,84.47,89.14,91.50,89.03,80.27,84.90,86.98,88.91,83.06,85.26,82.21,86.57,81.45,86.27,86.43,83.63,85.95,89.00,86.10,81.72,89.44,85.57,86.87,78.67,85.03,73.29,83.76,89.39,83.95,75.97,73.43,83.71,80.51,81.80,86.29,81.11,70.87,62.54,77.94,83.99,58.65,72.46,66.15,72.84,76.17,62.72,85.56,63.52,82.90,79.22,62.83,59.32,79.10,65.44,72.65,68.72,52.50,62.86,73.96,65.17,67.59,68.97,59.94
Surah 51,81.52,81.65,85.94,83.31,82.55,84.00,87.82,82.27,84.43,86.39,84.07,83.58,88.17,85.80,85.34,84.29,82.72,83.30,84.51,86.16,85.16,81.85,81.33,88.04,81.77,89.93,84.86,84.29,84.43,83.68,86.45,85.73,84.07,82.54,83.36,87.80,89.61,88.03,83.69,83.09,80.67,83.89,84.54,87.88,85.59,82.06,86.01,82.80,84.25,83.84,100.00,89.26,87.93,85.88,83.98,88.74,83.31,86.37,86.79,84.60,83.23,81.31,84.73,82.56,87.32,85.25,86.41,82.41,82.33,82.79,80.94,86.12,86.87,90.34,84.54,85.87,84.44,82.27,87.56,83.97,86.40,86.21,87.33,85.87,83.71,81.41,81.06,78.46,62.77,80.04,82.13,57.93,79.85,75.61,75.70,76.28,69.64,81.11,69.87,81.35,79.97,70.53,71.49,79.20,73.94,70.67,72.55,69.76,74.10,76.06,67.63,69.39,76.27,67.51
Surah 52,85.26,87.14,94.14,89.10,89.45,91.17,91.85,91.04,91.85,92.87,91.23,87.69,94.51,93.06,86.23,92.11,89.20,89.62,90.32,92.42,92.35,86.92,80.92,92.61,87.62,87.74,92.09,85.66,91.47,89.75,91.45,91.84,91.14,89.14,90.31,86.54,93.15,92.28,91.16,91.73,88.07,92.01,88.45,92.61,93.05,90.66,90.95,86.83,91.03,84.47,89.26,100.00,92.93,88.95,88.55,82.70,91.00,91.18,92.83,91.18,91.78,88.24,93.34,91.41,91.64,91.21,89.69,92.25,89.24,90.56,87.28,91.71,90.82,93.79,89.04,84.31,82.45,78.22,90.75,89.48,84.73,85.37,91.59,89.31,90.15,86.51,89.74,73.93,66.01,75.95,88.82,65.13,82.94,71.77,70.78,86.27,69.23,88.60,66.75,83.83,84.13,68.05,66.48,85.04,66.16,72.47,75.13,59.92,75.45,81.19,64.91,74.70,76.38,61.53
Surah 53,84.11,83.67,94.64,91.80,92.23,91.00,93.43,90.56,91.17,94.93,94.28,91.94,95.31,94.91,89.15,94.58,93.81,92.70,92.79,95.20,95.13,90.25,76.01,93.37,91.22,88.02,92.87,88.17,93.09,92.91,90.85,93.84,94.45,94.69,92.84,86.80,94.61,95.33,92.65,94.13,91.52,93.28,91.64,95.30,94.61,92.92,91.77,86.22,91.87,89.14,87.93,92.93,100.00,92.74,91.38,81.93,94.50,94.23,94.94,90.93,93.58,89.42,92.71,91.86,93.20,93.39,92.67,94.46,92.80,92.91,86.21,95.06,92.27,95.39,87.44,85.70,74.85,79.50,93.43,91.88,83.11,78.53,88.72,87.55,87.59,90.56,90.65,72.51,68.24,74.01,88.66,68.02,81.47,68.66,68.63,84.16,69.83,87.89,66.72,87.75,86.27,64.54,62.21,85.95,64.30,70.44,68.81,56.76,71.89,79.84,67.16,75.24,75.62,61.18
Surah 54,80.10,79.35,89.80,90.75,92.07,85.48,91.40,87.89,88.04,92.21,91.83,91.23,92.29,91.45,89.88,92.32,91.43,88.90,85.96,90.36,93.57,88.31,72.26,92.20,85.34,89.13,91.13,84.94,91.15,92.30,88.67,90.47,91.25,89.54,88.80,86.88,89.57,95.15,88.00,92.32,91.24,89.42,91.01,92.59,89.95,90.12,90.50,81.66,88.84,91.50,85.88,88.95,92.74,100.00,89.28,79.08,88.80,90.48,91.43,89.10,89.68,82.54,90.75,84.35,91.73,89.00,85.13,91.90,94.61,90.64,81.56,92.34,90.09,91.15,81.69,82.08,73.95,78.49,93.46,88.52,77.31,74.51,88.16,81.51,85.20,87.96,84.34,71.75,64.14,73.60,86.00,64.45,73.16,61.48,71.17,75.66,64.47,88.62,59.03,83.41,84.91,60.11,61.63,85.55,62.27,70.43,66.46,53.06,63.73,73.71,64.09,67.57,69.97,54.81
Surah 55,83.13,82.32,89.34,89.27,88.07,88.82,89.59,87.40,88.44,91.81,88.47,90.69,91.49,89.70,86.60,91.91,91.84,87.73,89.79,91.22,89.76,83.45,75.12,88.69,90.22,87.16,91.66,89.94,89.64,90.70,87.59,90.23,90.61,91.62,89.39,83.52,90.70,91.78,88.53,89.12,87.29,89.24,90.85,90.84,90.44,89.35,87.51,82.75,86.75,89.03,83.98,88.55,91.38,89.28,100.00,80.88,90.40,90.01,91.40,87.04,89.98,89.17,87.16,88.87,88.06,90.43,89.50,90.14,89.75,89.74,84.81,89.90,88.55,89.83,85.48,85.14,72.69,84.76,88.66,87.63,79.97,74.36,83.99,84.81,83.55,88.68,86.70,68.71,67.27,74.88,88.00,64.50,80.20,66.46,69.94,84.15,68.35,87.42,64.15,86.52,82.65,64.50,59.45,83.16,61.03,73.82,69.43,54.03,70.01,76.62,69.50,72.48,73.27,60.37
