,Surah 1,Surah 2,Surah 3,Surah 4,Surah 5,Surah 6,Surah 7,Surah 8,Surah 9,Surah 10,Surah 11,Surah 12,Surah 13,Surah 14,Surah 15,Surah 16,Surah 17,Surah 18,Surah 19,Surah 20,Surah 21,Surah 22,Surah 23,Surah 24,Surah 25,Surah 26,Surah 27,Surah 28,Surah 29,Surah 30,Surah 31,Surah 32,Surah 33,Surah 34,Surah 35,Surah 36,Surah 37,Surah 38,Surah 39,Surah 40,Surah 41,Surah 42,Surah 43,Surah 44,Surah 45,Surah 46,Surah 47,Surah 48,Surah 49,Surah 50,Surah 51,Surah 52,Surah 53,Surah 54,Surah 55,Surah 56,Surah 57,Surah 58,Surah 59,Surah 60,Surah 61,Surah 62,Surah 63,Surah 64,Surah 65,Surah 66,Surah 67,Surah 68,Surah 69,Surah 70,Surah 71,Surah 72,Surah 73,Surah 74,Surah 75,Surah 76,Surah 77,Surah 78,Surah 79,Surah 80,Surah 81,Surah 82,Surah 83,Surah 84,Surah 85,Surah 86,Surah 87,Surah 88,Surah 89,Surah 90,Surah 91,Surah 92,Surah 93,Surah 94,Surah 95,Surah 96,Surah 97,Surah 98,Surah 99,Surah 100,Surah 101,Surah 102,Surah 103,Surah 104,Surah 105,Surah 106,Surah 107,Surah 108,Surah 109,Surah 110,Surah 111,Surah 112,Surah 113,Surah 114
Surah 28,0.07,0.55,0.59,0.37,0.54,1.23,0.62,0.33,0.35,1.23,0.77,0.95,0.42,0.30,0.28,0.84,0.42,0.49,0.45,1.06,0.34,0.33,0.72,0.18,0.38,0.61,1.65,100.00,0.53,0.57,0.44,0.70,0.18,0.80,0.48,0.27,0.44,0.09,0.98,0.97,0.39,0.85,0.48,0.44,0.41,0.80,0.10,0.15,0.22,0.11,0.60,0.28,0.11,0.00,0.00,0.05,0.19,0.15,0.57,0.16,0.18,0.36,0.30,0.29,0.06,0.06,0.22,0.17,0.00,0.00,0.12,0.00,0.24,0.17,0.00,0.12,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00
Surah 29,0.00,1.04,0.93,0.41,0.69,1.27,1.41,0.58,1.12,1.43,1.48,0.32,1.49,1.45,0.54,2.38,0.54,0.65,0.35,0.51,0.41,1.06,0.68,0.95,0.42,0.65,1.73,0.53,100.00,1.95,3.00,0.72,0.52,1.00,1.22,0.40,0.22,0.17,2.16,0.63,0.60,1.71,0.70,0.07,1.61,0.96,0.52,0.70,0.59,0.14,0.15,0.30,0.22,0.00,0.08,0.00,1.39,1.08,0.76,0.29,0.98,0.68,0.17,1.04,0.61,0.40,0.60,0.23,0.00,0.00,0.24,0.08,0.00,0.00,0.00,0.08,0.09,0.00,0.08,0.00,0.00,0.00,0.00,0.09,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 30,0.00,0.58,0.71,0.45,0.39,0.84,0.60,0.24,0.63,2.07,0.51,0.73,1.35,1.07,0.61,2.24,0.96,0.45,0.28,0.18,0.39,0.72,0.43,0.89,0.35,0.31,2.05,0.57,1.95,100.00,1.16,0.67,0.19,1.29,2.18,0.13,0.12,0.25,2.21,1.38,0.43,2.39,0.24,0.26,2.39,0.88,0.81,0.36,0.08,0.25,0.08,0.18,0.00,0.00,0.27,0.00,1.07,0.38,0.63,0.00,0.19,0.60,0.20,0.56,0.45,0.28,0.52,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.22,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 31,0.00,0.89,0.88,0.62,0.87,0.46,0.31,0.88,0.56,1.44,0.56,0.25,1.38,1.69,0.41,1.50,0.46,0.23,0.33,0.36,0.56,3.69,0.37,0.74,0.47,0.41,1.52,0.44,3.00,1.16,100.00,0.74,0.21,1.09,2.58,0.23,0.00,0.30,1.89,0.73,0.43,1.38,0.64,0.11,2.18,0.57,0.63,0.44,1.08,0.31,0.11,0.34,0.54,0.00,0.24,0.00,1.74,1.25,0.98,0.43,0.76,1.08,0.66,1.23,0.46,0.00,0.33,0.11,0.00,0.00,0.13,0.00,0.13,0.00,0.00,0.25,0.27,0.00,0.13,0.00,0.00,0.00,0.14,0.45,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 32,0.00,0.30,0.24,0.07,0.16,0.54,0.40,0.24,0.21,1.47,0.87,0.05,1.02,0.72,0.39,0.80,0.35,0.50,0.30,0.51,0.44,0.60,0.98,0.17,1.00,0.33,0.58,0.70,0.72,0.67,0.74,100.00,0.00,0.86,0.08,0.63,0.41,0.71,0.50,0.25,0.75,0.87,0.41,0.40,1.82,0.96,0.22,0.21,0.13,0.92,0.40,0.14,0.13,0.00,0.15,0.53,0.72,0.00,0.12,0.00,0.16,0.53,0.00,0.47,0.44,0.00,1.11,0.14,0.31,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.36,0.18,0.00,0.00,0.00,0.36,0.41,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.22,0.00,0.42,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
Surah 33,0.00,0.43,0.61,1.56,0.76,0.18,0.22,1.11,0.71,0.31,0.28,0.10,0.27,0.46,0.00,0.35,0.28,0.27,0.13,0.04,0.04,0.47,0.00,0.65,0.23,0.04,0.16,0.18,0.52,0.19,0.21,0.00,100.00,0.27,0.47,0.05,0.05,0.05,0.32,0.28,0.14,0.32,0.00,0.06,0.06,0.15,0.27,2.07,0.48,0.06,0.06,0.00,0.12,0.00,0.00,0.00,0.64,0.56,0.63,0.79,0.07,0.14,0.27,0.26,0.57,0.13,0.06,0.00,0.00,0.00,0.20,0.19,0.00,0.13,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 34,0.00,0.42,0.39,0.29,0.49,0.89,0.80,0.42,0.26,1.89,0.92,0.44,0.95,1.31,0.19,0.83,0.44,0.32,0.48,0.53,0.66,1.15,0.72,0.36,0.27,0.54,1.12,0.80,1.00,1.29,1.09,0.86,0.27,100.00,0.76,0.61,0.40,0.30,0.90,0.47,0.87,1.63,0.80,0.16,1.80,0.96,0.21,0.27,0.39,0.23,0.24,0.33,0.71,0.00,0.00,0.08,1.41,0.65,0.59,0.16,0.35,0.46,0.18,0.78,0.25,0.17,0.97,0.08,0.00,0.00,0.09,0.08,0.00,0.17,0.00,0.00,0.00,0.09,0.09,0.00,0.10,0.00,0.00,0.20,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 35,0.00,0.53,0.83,0.54,0.50,1.02,0.46,0.78,0.39,1.30,0.58,0.42,1.53,1.74,0.07,1.47,0.45,0.74,0.28,0.23,0.25,2.83,0.11,0.84,0.46,0.15,0.45,0.48,1.22,2.18,2.58,0.08,0.47,0.76,100.00,0.06,0.18,0.06,1.90,1.83,0.85,1.36,0.12,0.34,0.83,1.29,1.03,0.36,0.42,0.17,0.17,0.09,0.25,0.09,0.09,0.00,1.72,0.46,0.71,0.25,0.48,0.20,0.10,0.56,0.45,0.19,1.04,0.00,0.00,0.00,0.19,0.00,0.19,0.28,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00
Surah 36,0.00,0.27,0.19,0.07,0.09,0.83,0.34,0.15,0.09,0.42,0.38,0.20,0.18,0.37,0.36,0.62,0.21,0.21,0.95,0.19,0.67,0.10,0.34,0.05,0.36,0.37,0.63,0.27,0.40,0.13,0.23,0.63,0.05,0.61,0.06,100.00,0.38,0.20,0.26,0.31,0.45,0.18,0.89,0.09,0.40,0.72,0.00,0.00,0.09,0.27,0.09,0.19,0.18,0.10,0.10,0.09,0.30,0.00,0.00,0.18,0.00,0.22,0.11,0.10,0.00,0.10,1.22,0.10,0.00,0.00,0.10,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 37,0.12,0.09,0.23,0.07,0.22,0.25,0.24,0.00,0.09,0.37,0.22,0.23,0.12,0.00,0.41,0.07,0.08,0.20,0.33,0.05,0.44,0.09,0.53,0.05,0.23,0.97,0.55,0.44,0.22,0.12,0.00,0.41,0.05,0.40,0.18,0.38,100.00,0.51,0.15,0.24,0.00,0.12,0.36,0.85,0.30,0.20,0.22,0.07,0.08,0.33,0.08,0.52,0.08,0.00,0.00,0.93,0.00,0.00,0.23,0.08,0.00,0.10,0.00,0.09,0.00,0.09,0.26,0.35,0.00,0.00,0.19,0.00,0.10,0.18,0.00,0.00,0.50,0.30,0.50,0.00,0.11,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 38,0.00,0.15,0.29,0.14,0.37,0.28,0.44,0.15,0.28,0.15,0.26,0.31,0.30,0.56,3.31,0.08,0.13,0.17,0.47,0.05,0.56,0.44,0.22,0.14,0.42,0.48,0.26,0.09,0.17,0.25,0.30,0.71,0.05,0.30,0.06,0.20,0.51,100.00,0.15,0.40,0.25,0.24,0.38,0.54,0.24,0.14,0.31,0.30,0.18,1.07,0.63,0.28,0.09,0.19,0.00,0.00,0.15,0.08,0.08,0.09,0.00,0.00,0.21,0.00,0.19,0.00,0.09,0.28,0.00,0.00,0.10,0.10,0.10,0.10,0.00,0.10,0.00,0.33,0.00,0.00,0.35,0.00,0.00,0.47,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 39,0.16,0.66,0.89,0.48,0.86,2.39,0.95,0.69,0.70,2.10,1.35,0.43,2.77,1.31,0.43,2.09,0.89,0.42,0.32,0.35,0.46,1.18,0.67,0.63,0.42,0.30,1.53,0.98,2.16,2.21,1.89,0.50,0.32,0.90,1.90,0.26,0.15,0.15,100.00,2.00,0.49,2.73,0.54,0.32,1.59,1.29,0.34,0.39,0.25,0.44,0.06,0.20,0.38,0.00,0.07,0.00,0.95,0.65,0.79,0.13,0.14,0.36,0.36,0.82,0.33,0.27,0.58,0.46,0.00,0.14,0.35,0.00,0.14,0.07,0.00,0.14,0.07,0.00,0.07,0.00,0.08,0.00,0.07,0.00,0.38,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 40,0.16,0.67,0.73,0.49,0.45,0.94,0.99,0.57,0.56,1.92,0.89,0.73,2.59,1.59,0.32,1.31,0.21,0.46,0.50,0.27,0.20,1.25,0.62,0.31,0.23,0.55,0.59,0.97,0.63,1.38,0.73,0.25,0.28,0.47,1.83,0.31,0.24,0.40,2.00,100.00,0.68,0.95,0.39,0.57,1.16,1.17,0.79,0.33,0.19,0.25,0.25,0.13,0.13,0.13,0.00,0.00,0.33,0.41,0.66,0.38,0.21,0.00,0.21,0.54,0.33,0.00,0.25,0.00,0.07,0.00,0.14,0.07,0.21,0.34,0.00,0.14,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 41,0.00,0.31,0.28,0.25,0.28,0.45,0.60,0.39,0.27,1.00,1.28,0.38,0.70,0.47,0.07,0.52,0.50,0.78,0.17,0.27,0.49,0.76,0.32,0.23,0.23,0.30,0.35,0.39,0.60,0.43,0.43,0.75,0.14,0.87,0.85,0.45,0.00,0.25,0.49,0.68,100.00,1.00,0.18,0.25,0.75,2.54,0.22,0.36,0.00,0.00,0.34,0.09,0.25,0.09,0.00,0.25,0.21,0.23,0.16,0.08,0.00,0.00,0.10,0.28,0.35,0.28,0.34,0.09,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 42,0.00,0.79,1.14,0.66,0.93,0.85,0.47,0.61,0.89,1.31,1.40,0.19,1.41,1.67,0.19,1.10,0.36,0.52,0.27,0.53,0.24,0.93,0.57,0.90,0.28,0.29,0.34,0.85,1.71,2.39,1.38,0.87,0.32,1.63,1.36,0.18,0.12,0.24,2.73,0.95,1.00,100.00,0.23,0.24,2.04,0.64,0.35,0.34,0.72,0.31,0.08,0.08,0.72,0.00,0.17,0.00,0.95,0.66,0.90,0.24,0.63,0.56,0.28,1.23,0.50,0.17,0.49,0.00,0.00,0.00,0.27,0.08,0.09,0.00,0.00,0.44,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.20,0.50,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 43,0.00,0.15,0.33,0.02,0.19,0.53,0.79,0.05,0.24,0.51,0.36,0.34,0.17,0.35,0.53,0.48,0.12,0.12,0.94,0.23,0.54,0.23,0.26,0.09,0.51,0.40,0.60,0.48,0.70,0.24,0.64,0.41,0.00,0.80,0.12,0.89,0.36,0.38,0.54,0.39,0.18,0.23,100.00,0.33,0.67,0.26,0.36,0.07,0.00,0.57,0.58,0.26,0.25,0.09,0.00,0.00,0.21,0.00,0.08,0.00,0.09,0.10,0.00,0.09,0.09,0.09,0.51,0.00,0.00,0.56,0.09,0.00,0.00,0.00,0.00,0.00,0.10,0.29,0.00,0.00,0.11,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 44,0.00,0.11,0.16,0.07,0.10,0.20,0.27,0.50,0.17,0.49,0.22,0.18,0.24,0.08,0.60,0.09,0.31,0.20,0.38,0.12,0.51,0.06,0.21,0.06,0.23,1.14,0.53,0.44,0.07,0.26,0.11,0.40,0.06,0.16,0.34,0.09,0.85,0.54,0.32,0.57,0.25,0.24,0.33,100.00,0.70,0.49,0.22,0.00,0.14,0.54,0.70,1.04,0.14,0.15,0.00,0.14,0.42,0.12,0.25,0.14,0.00,0.19,0.00,0.33,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.38,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00
Surah 45,0.00,0.70,0.94,0.39,0.46,0.72,0.42,0.23,0.43,1.61,0.62,0.30,1.08,1.02,0.26,1.76,0.33,0.28,0.48,0.37,0.47,0.96,0.64,0.60,0.49,0.43,0.72,0.41,1.61,2.39,2.18,1.82,0.06,1.80,0.83,0.40,0.30,0.24,1.59,1.16,0.75,2.04,0.67,0.70,100.00,1.73,0.48,0.56,0.70,0.11,0.00,0.36,1.04,0.00,0.26,0.11,1.10,0.61,0.94,0.11,0.83,0.88,0.00,0.79,0.25,0.39,0.24,0.12,0.00,0.14,0.14,0.00,0.00,0.26,0.00,0.13,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.33,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 46,0.00,0.30,0.59,0.16,0.58,1.30,1.00,0.58,0.28,1.51,1.48,0.20,0.45,0.39,0.69,0.44,0.40,0.22,0.74,0.00,0.32,0.52,0.17,0.30,0.38,0.83,1.10,0.80,0.96,0.88,0.57,0.96,0.15,0.96,1.29,0.72,0.20,0.14,1.29,1.17,2.54,0.64,0.26,0.49,1.73,100.00,0.00,0.24,0.19,0.19,0.19,0.00,0.29,0.10,0.00,0.39,0.40,0.17,0.27,0.19,0.68,0.36,0.35,0.33,0.31,0.33,0.90,0.10,0.00,0.11,0.34,0.21,0.11,0.00,0.36,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 47,0.00,0.43,0.66,0.67,0.45,0.22,0.21,0.78,0.66,0.33,0.36,0.51,0.91,0.57,0.08,0.71,0.00,0.09,0.13,0.16,0.06,1.05,0.12,0.37,0.27,0.24,0.12,0.10,0.52,0.81,0.63,0.22,0.27,0.21,1.03,0.00,0.22,0.31,0.34,0.79,0.22,0.35,0.36,0.22,0.48,0.00,100.00,0.54,0.44,0.11,0.11,0.00,0.11,0.00,0.00,0.00,0.62,0.68,0.20,0.11,0.52,0.14,0.41,0.88,0.71,0.37,0.23,0.00,0.00,0.00,0.00,0.00,0.27,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 48,0.00,0.29,0.60,0.91,0.84,0.08,0.10,0.22,0.98,0.16,0.12,0.21,0.47,0.62,0.00,0.37,0.05,0.32,0.13,0.21,0.06,0.43,0.12,1.00,0.67,0.12,0.06,0.15,0.70,0.36,0.44,0.21,2.07,0.27,0.36,0.00,0.07,0.30,0.39,0.33,0.36,0.34,0.07,0.00,0.56,0.24,0.54,100.00,0.32,0.00,0.11,0.11,0.21,0.00,0.12,0.00,0.77,0.95,0.58,0.00,1.52,0.13,0.00,0.60,1.03,0.60,0.11,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 49,0.00,0.49,0.77,0.55,1.02,0.14,0.08,1.63,0.74,0.45,0.17,0.05,0.24,0.49,0.00,0.54,0.00,0.05,0.00,0.23,0.13,0.55,0.00,1.31,0.08,0.00,0.13,0.22,0.59,0.08,1.08,0.13,0.48,0.39,0.42,0.09,0.08,0.18,0.25,0.19,0.00,0.72,0.00,0.14,0.70,0.19,0.44,0.32,100.00,0.00,0.00,0.15,0.55,0.00,0.16,0.14,0.95,1.43,1.87,2.98,1.21,1.12,0.91,1.81,0.30,0.49,0.28,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 50,0.00,0.05,0.03,0.00,0.06,0.20,0.05,0.06,0.03,0.09,0.22,0.05,0.16,0.24,1.36,0.09,0.15,0.05,0.44,0.86,0.19,0.30,0.56,0.06,0.69,0.39,0.26,0.11,0.14,0.25,0.31,0.92,0.06,0.23,0.17,0.27,0.33,1.07,0.44,0.25,0.00,0.31,0.57,0.54,0.11,0.19,0.11,0.00,0.00,100.00,0.40,0.28,0.00,0.29,0.00,0.26,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.14,0.00,0.33,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.36,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 51,0.00,0.05,0.03,0.02,0.06,0.11,0.08,0.00,0.07,0.09,0.35,0.14,0.08,0.08,1.90,0.09,0.10,0.00,0.23,0.00,0.13,0.00,0.21,0.06,0.16,0.20,0.33,0.60,0.15,0.08,0.11,0.40,0.06,0.24,0.17,0.09,0.08,0.63,0.06,0.25,0.34,0.08,0.58,0.70,0.00,0.19,0.11,0.11,0.00,0.40,100.00,0.73,0.69,0.30,0.00,0.27,0.00,0.12,0.12,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.18,0.00,0.00,0.23,0.38,0.00,0.21,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 52,0.00,0.03,0.00,0.08,0.03,0.14,0.16,0.13,0.04,0.18,0.00,0.09,0.00,0.08,0.21,0.18,0.10,0.00,0.00,0.06,0.20,0.06,0.36,0.06,0.08,0.07,0.27,0.28,0.30,0.18,0.34,0.14,0.00,0.33,0.09,0.19,0.52,0.28,0.20,0.13,0.09,0.08,0.26,1.04,0.36,0.00,0.00,0.11,0.15,0.28,0.73,100.00,0.00,0.32,0.17,0.00,0.11,0.00,0.39,0.00,0.00,0.20,0.00,0.00,0.00,0.69,0.00,1.95,0.17,0.37,0.00,0.00,0.00,0.00,0.00,0.18,1.04,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 53,0.00,0.11,0.18,0.22,0.19,0.46,0.19,0.00,0.10,0.76,0.17,0.69,0.00,0.32,0.10,0.72,0.20,0.15,0.07,0.23,0.06,0.30,0.21,0.06,0.08,0.07,0.26,0.11,0.22,0.00,0.54,0.13,0.12,0.71,0.25,0.18,0.08,0.09,0.38,0.13,0.25,0.72,0.25,0.14,1.04,0.29,0.11,0.21,0.55,0.00,0.69,0.00,100.00,0.15,0.00,0.00,0.10,0.47,0.49,0.14,0.69,0.74,0.00,0.65,0.00,0.00,0.00,1.21,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.05,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.00,0.19,0.00,0.13,0.09,0.00,0.09,0.15,0.00,0.10,0.00,0.00,0.00,0.29,0.30,0.32,0.15,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 55,0.00,0.02,0.05,0.05,0.00,0.06,0.06,0.00,0.00,0.14,0.00,0.05,0.17,0.00,0.11,0.14,0.05,0.00,0.16,0.00,0.27,0.06,0.00,0.19,0.17,0.00,0.14,0.00,0.08,0.27,0.24,0.15,0.00,0.00,0.09,0.10,0.00,0.00,0.07,0.00,0.00,0.17,0.00,0.00,0.26,0.00,0.00,0.12,0.16,0.00,0.00,0.17,0.00,0.00,100.00,0.00,0.23,0.00,0.14,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
